sl,year,statename,pcname,candidate,sex,party,total,overpolled,votesv,electors,polled,pollperc,rank,win,alliance
10098,1991,CHANDIGARH,CHANDIGARH,OM PARKASH,M,IND,84,0.04%,,372792,215637,57.84%,35,0,OTHERS
10099,1991,CHANDIGARH,CHANDIGARH,AMRIT LAL,M,IND,67,0.03%,,372792,215637,57.84%,36,0,OTHERS
10100,1991,CHANDIGARH,CHANDIGARH,VANEET KUMAR JAIDKA,M,IND,66,0.03%,,372792,215637,57.84%,37,0,OTHERS
10101,1991,CHANDIGARH,CHANDIGARH,GURCHARAN SINGH,M,IND,64,0.03%,,372792,215637,57.84%,38,0,OTHERS
10102,1991,CHANDIGARH,CHANDIGARH,NACHHATTAR SINGH,M,IND,64,0.03%,,372792,215637,57.84%,38,0,OTHERS
10103,1991,CHANDIGARH,CHANDIGARH,ARUN BANSAL,M,IND,63,0.03%,,372792,215637,57.84%,40,0,OTHERS
10104,1991,CHANDIGARH,CHANDIGARH,ASHOK KUMAR,M,IND,60,0.03%,,372792,215637,57.84%,41,0,OTHERS
10105,1991,CHANDIGARH,CHANDIGARH,SURJIT SINGH,M,IND,59,0.03%,,372792,215637,57.84%,42,0,OTHERS
10106,1991,CHANDIGARH,CHANDIGARH,RAM BAHDUR SINGH,M,IND,49,0.02%,,372792,215637,57.84%,43,0,OTHERS
10107,1991,CHANDIGARH,CHANDIGARH,DILWANT SINGH DHILLON,M,IND,49,0.02%,,372792,215637,57.84%,43,0,OTHERS
10108,1991,CHANDIGARH,CHANDIGARH,JOGINDER SINGH,M,IND,46,0.02%,,372792,215637,57.84%,45,0,OTHERS
10114,1991,CHANDIGARH,CHANDIGARH,NARPINDER SINGH,M,IND,42,0.02%,,372792,215637,57.84%,46,0,OTHERS
10115,1991,CHANDIGARH,CHANDIGARH,YOGANAND SARSWAT,M,IND,39,0.02%,,372792,215637,57.84%,47,0,OTHERS
10116,1991,CHANDIGARH,CHANDIGARH,TAJINDER SINGH,M,IND,36,0.02%,,372792,215637,57.84%,48,0,OTHERS
10117,1991,CHANDIGARH,CHANDIGARH,BALAK RAM,M,IND,36,0.02%,,372792,215637,57.84%,48,0,OTHERS
10118,1991,CHANDIGARH,CHANDIGARH,INDERJIT GUPTA,M,IND,35,0.02%,,372792,215637,57.84%,50,0,OTHERS
10119,1991,CHANDIGARH,CHANDIGARH,KULDEEPAK GOYAL,M,IND,35,0.02%,,372792,215637,57.84%,50,0,OTHERS
10120,1991,CHANDIGARH,CHANDIGARH,RAVI DATT SHARMA,M,IND,33,0.02%,,372792,215637,57.84%,52,0,OTHERS
10121,1991,CHANDIGARH,CHANDIGARH,ATTAR SINGH,M,IND,27,0.01%,,372792,215637,57.84%,53,0,OTHERS
10122,1991,CHANDIGARH,CHANDIGARH,JAGAT RAM,M,IND,24,0.01%,,1017275,518574,50.98%,54,0,OTHERS
10123,1991,CHANDIGARH,CHANDIGARH,SUDERSHAN LAL,M,IND,24,0.01%,,372792,215637,57.84%,54,0,OTHERS
10127,1991,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DELKAR MOHANBHAI SANJIBHAI,M,INC,29907,61.74%,,890563,409376,45.97%,1,1,INC
10128,1991,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,PATEL RITABEN AMRUTBHAI (W),F,BJP,17142,35.39%,,890563,409376,45.97%,2,0,BJP
10129,1991,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,PATEL JAGUBHAI JIVANBHAI,M,BSP,876,1.81%,,890563,409376,45.97%,3,0,OTHERS
10130,1991,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,PATEL HIRABHAI LLIHTIBHAI,M,IND,430,0.89%,,890563,409376,45.97%,4,0,OTHERS
10131,1991,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,CHAUDHARI JETHABHAI KESHAVBHAI,M,DDP,84,0.17%,,890563,409376,45.97%,5,0,OTHERS
10135,1991,DAMAN & DIU,DAMAN & DIU,TANDEL DEV JI JOGI BHAI,M,BJP,12095,31.88%,,57892,38786,67.00%,1,1,BJP
10136,1991,DAMAN & DIU,DAMAN & DIU,TANDEL GOPAL BHAI KALYAN BHAI,M,IND,9808,25.85%,,57892,38786,67.00%,2,0,OTHERS
10137,1991,DAMAN & DIU,DAMAN & DIU,PRABHAKAR PREMABHAI SOMABHAI,M,INC,8623,22.73%,,959298,532269,55.49%,3,0,INC
10138,1991,DAMAN & DIU,DAMAN & DIU,ASLAM KHAN,M,IND,5985,15.78%,,959298,532269,55.49%,4,0,OTHERS
10139,1991,DAMAN & DIU,DAMAN & DIU,RANI JETH MALANI (W),F,JD,1036,2.73%,,57892,38786,67.00%,5,0,OTHERS
10140,1991,DAMAN & DIU,DAMAN & DIU,ISHVERBHAI NAIK,M,IND,158,0.42%,,959298,532269,55.49%,6,0,OTHERS
10141,1991,DAMAN & DIU,DAMAN & DIU,MS KHAN,M,IND,88,0.23%,,959298,532269,55.49%,7,0,OTHERS
10142,1991,DAMAN & DIU,DAMAN & DIU,MINAXIBEN NAYANKUMAR (W),F,DDP,45,0.12%,,57892,38786,67.00%,8,0,OTHERS
10143,1991,DAMAN & DIU,DAMAN & DIU,BAMANIA RATILAL BHIKHABHAI,M,IND,36,0.09%,,959298,532269,55.49%,9,0,OTHERS
10144,1991,DAMAN & DIU,DAMAN & DIU,PATEL BALUBHAI DAJIBHAI,M,IND,25,0.07%,,57892,38786,67.00%,10,0,OTHERS
10145,1991,DAMAN & DIU,DAMAN & DIU,SOLANKY CHANDRAKANT SARVAT,M,IND,22,0.06%,,57892,38786,67.00%,11,0,OTHERS
10146,1991,DAMAN & DIU,DAMAN & DIU,ALAK MOHAN HARI MOHAN,M,IND,16,0.04%,,57892,38786,67.00%,12,0,OTHERS
10150,1991,NCT OF DELHI,NEW DELHI,LAL KRISHAN ADVANI,M,BJP,93662,43.40%,,456073,218283,47.86%,1,1,BJP
10151,1991,NCT OF DELHI,NEW DELHI,RAJESH KHANNA,M,INC,92073,42.66%,,456073,218283,47.86%,2,0,INC
10152,1991,NCT OF DELHI,NEW DELHI,MANJU MOHAN (W),F,JD,20439,9.47%,,456073,218283,47.86%,3,0,OTHERS
10153,1991,NCT OF DELHI,NEW DELHI,HIMANSHU PANDE,M,JP,2834,1.31%,,456073,218283,47.86%,4,0,OTHERS
10154,1991,NCT OF DELHI,NEW DELHI,OM PARKASH,M,BSP,641,0.30%,,456073,218283,47.86%,5,0,OTHERS
10155,1991,NCT OF DELHI,NEW DELHI,BHIM SINGH,M,JPP,396,0.18%,,456073,218283,47.86%,6,0,OTHERS
10156,1991,NCT OF DELHI,NEW DELHI,VICTOR DAVID,M,JNP,361,0.17%,,1686074,772349,45.81%,7,0,OTHERS
10157,1991,NCT OF DELHI,NEW DELHI,GURNAM SINGH,M,IND,349,0.16%,,1686074,772349,45.81%,8,0,OTHERS
10158,1991,NCT OF DELHI,NEW DELHI,NAVNEET SINGH,M,IND,346,0.16%,,1686074,772349,45.81%,9,0,OTHERS
10159,1991,NCT OF DELHI,NEW DELHI,ARVIND GANDHI,M,SMP,305,0.14%,,456073,218283,47.86%,10,0,OTHERS
10160,1991,NCT OF DELHI,NEW DELHI,US PANWAR,M,LKD,302,0.14%,,456073,218283,47.86%,11,0,OTHERS
10166,1991,NCT OF DELHI,NEW DELHI,ANIL KUMAR,M,IND,286,0.13%,,456073,218283,47.86%,12,0,OTHERS
10167,1991,NCT OF DELHI,NEW DELHI,SS SAREEN,M,MUB,229,0.11%,,456073,218283,47.86%,13,0,OTHERS
10168,1991,NCT OF DELHI,NEW DELHI,RP GUPTA,M,IND,208,0.10%,,456073,218283,47.86%,14,0,OTHERS
10169,1991,NCT OF DELHI,NEW DELHI,VED NARAIN TRIPATHI,M,IND,196,0.09%,,456073,218283,47.86%,15,0,OTHERS
10170,1991,NCT OF DELHI,NEW DELHI,SK RUNGTA,M,IND,188,0.09%,,456073,218283,47.86%,16,0,OTHERS
10171,1991,NCT OF DELHI,NEW DELHI,VISHWANATH KHANNA,M,HMS,175,0.08%,,456073,218283,47.86%,17,0,OTHERS
10172,1991,NCT OF DELHI,NEW DELHI,SHAMBHU SINGH,M,IND,145,0.07%,,456073,218283,47.86%,18,0,OTHERS
10173,1991,NCT OF DELHI,NEW DELHI,MISHRI LAL,M,IND,145,0.07%,,456073,218283,47.86%,18,0,OTHERS
10174,1991,NCT OF DELHI,NEW DELHI,VIRENDRA MALIK,M,IND,119,0.06%,,456073,218283,47.86%,20,0,OTHERS
10175,1991,NCT OF DELHI,NEW DELHI,NETR PAL,M,IND,112,0.05%,,456073,218283,47.86%,21,0,OTHERS
10176,1991,NCT OF DELHI,NEW DELHI,RAVINDER KUMAR,M,IND,103,0.05%,,456073,218283,47.86%,22,0,OTHERS
10177,1991,NCT OF DELHI,NEW DELHI,RAJEEV BAHADUR,M,IND,99,0.05%,,456073,218283,47.86%,23,0,OTHERS
10178,1991,NCT OF DELHI,NEW DELHI,GIRISH CHANDRA GUPTA,M,DDP,86,0.04%,,456073,218283,47.86%,24,0,OTHERS
10179,1991,NCT OF DELHI,NEW DELHI,NISAR AHMED,M,IND,83,0.04%,,456073,218283,47.86%,25,0,OTHERS
10180,1991,NCT OF DELHI,NEW DELHI,YOGESHWAR DAVAR,M,IND,76,0.04%,,456073,218283,47.86%,26,0,OTHERS
10181,1991,NCT OF DELHI,NEW DELHI,AMRIT LAL TREHAN,M,IND,76,0.04%,,456073,218283,47.86%,26,0,OTHERS
10182,1991,NCT OF DELHI,NEW DELHI,ML MAHATMA GANDHI,M,IND,74,0.03%,,456073,218283,47.86%,28,0,OTHERS
10183,1991,NCT OF DELHI,NEW DELHI,SHANTI OBERAI (W),F,IND,74,0.03%,,456073,218283,47.86%,28,0,OTHERS
10184,1991,NCT OF DELHI,NEW DELHI,PRAKASH VIR,M,IND,71,0.03%,,456073,218283,47.86%,30,0,OTHERS
10185,1991,NCT OF DELHI,NEW DELHI,BRAHMJEET,M,IND,68,0.03%,,456073,218283,47.86%,31,0,OTHERS
10186,1991,NCT OF DELHI,NEW DELHI,MOHAN CHAND,M,IND,66,0.03%,,456073,218283,47.86%,32,0,OTHERS
10187,1991,NCT OF DELHI,NEW DELHI,DEEPAK GUPTA,M,IND,64,0.03%,,456073,218283,47.86%,33,0,OTHERS
10188,1991,NCT OF DELHI,NEW DELHI,MAHARAJ KUMAR,M,DBP,64,0.03%,,456073,218283,47.86%,33,0,OTHERS
10189,1991,NCT OF DELHI,NEW DELHI,HARCHARAN SINGH,M,IND,62,0.03%,,456073,218283,47.86%,35,0,OTHERS
10190,1991,NCT OF DELHI,NEW DELHI,ANIL CHOPRA,M,IND,62,0.03%,,456073,218283,47.86%,35,0,OTHERS
10191,1991,NCT OF DELHI,NEW DELHI,RAM AVTAR SHAHTRI,M,IND,59,0.03%,,456073,218283,47.86%,37,0,OTHERS
10192,1991,NCT OF DELHI,NEW DELHI,RAM KUMAR AZAD,M,IND,59,0.03%,,456073,218283,47.86%,37,0,OTHERS
10193,1991,NCT OF DELHI,NEW DELHI,SURINDER SAINI,M,IND,56,0.03%,,456073,218283,47.86%,39,0,OTHERS
10194,1991,NCT OF DELHI,NEW DELHI,DHARAMVIR KATARIA,M,IND,54,0.03%,,456073,218283,47.86%,40,0,OTHERS
10195,1991,NCT OF DELHI,NEW DELHI,KEDAR NATH DWIVEDI,M,PRC,53,0.02%,,456073,218283,47.86%,41,0,OTHERS
10196,1991,NCT OF DELHI,NEW DELHI,ASHOK NARANG,M,IND,52,0.02%,,456073,218283,47.86%,42,0,OTHERS
10197,1991,NCT OF DELHI,NEW DELHI,SATYA RANI (W),F,IND,51,0.02%,,456073,218283,47.86%,43,0,OTHERS
10198,1991,NCT OF DELHI,NEW DELHI,SOMINDER PARKASH,M,IND,48,0.02%,,456073,218283,47.86%,44,0,OTHERS
10199,1991,NCT OF DELHI,NEW DELHI,RAMESH CHAND,M,IND,47,0.02%,,456073,218283,47.86%,45,0,OTHERS
10200,1991,NCT OF DELHI,NEW DELHI,ATAM PARKASH,M,IND,46,0.02%,,456073,218283,47.86%,46,0,OTHERS
10201,1991,NCT OF DELHI,NEW DELHI,KAKA JOGINDER SINGH ALIAS DHARTI PAKAD,M,IND,46,0.02%,,456073,218283,47.86%,46,0,OTHERS
10202,1991,NCT OF DELHI,NEW DELHI,AJAY,M,IND,43,0.02%,,456073,218283,47.86%,48,0,OTHERS
10203,1991,NCT OF DELHI,NEW DELHI,RATTAN,M,IND,43,0.02%,,456073,218283,47.86%,48,0,OTHERS
10204,1991,NCT OF DELHI,NEW DELHI,SUNIL SARDANA,M,IND,41,0.02%,,456073,218283,47.86%,50,0,OTHERS
10205,1991,NCT OF DELHI,NEW DELHI,SL SHARMA,M,DND,40,0.02%,,456073,218283,47.86%,51,0,OTHERS
10206,1991,NCT OF DELHI,NEW DELHI,KULWANT SINGH,M,IND,39,0.02%,,456073,218283,47.86%,52,0,OTHERS
10207,1991,NCT OF DELHI,NEW DELHI,RAJEEV JAI,M,IND,34,0.02%,,456073,218283,47.86%,53,0,OTHERS
10208,1991,NCT OF DELHI,NEW DELHI,ASHOK DUBEY,M,IND,31,0.01%,,456073,218283,47.86%,54,0,OTHERS
10209,1991,NCT OF DELHI,NEW DELHI,KUTTA DHARTI PAKAD MADAN LAL,M,IND,30,0.01%,,456073,218283,47.86%,55,0,OTHERS
10210,1991,NCT OF DELHI,NEW DELHI,TARA CHAND (SAINI),M,IND,28,0.01%,,456073,218283,47.86%,56,0,OTHERS
10211,1991,NCT OF DELHI,NEW DELHI,VINOD KUMAR,M,IND,28,0.01%,,456073,218283,47.86%,56,0,OTHERS
10212,1991,NCT OF DELHI,NEW DELHI,ATMA DEVI (W),F,IND,26,0.01%,,456073,218283,47.86%,58,0,OTHERS
10213,1991,NCT OF DELHI,NEW DELHI,JM LAL,M,IND,26,0.01%,,456073,218283,47.86%,58,0,OTHERS
10214,1991,NCT OF DELHI,NEW DELHI,RAM KUMAR SHUKLA,M,IND,25,0.01%,,456073,218283,47.86%,60,0,OTHERS
10215,1991,NCT OF DELHI,NEW DELHI,YOGESH KUMAR,M,IND,25,0.01%,,456073,218283,47.86%,60,0,OTHERS
10216,1991,NCT OF DELHI,NEW DELHI,ANNT RAM RAHI,M,IND,24,0.01%,,456073,218283,47.86%,62,0,OTHERS
10217,1991,NCT OF DELHI,NEW DELHI,SANJEEV KUMAR CHOPRA,M,IND,24,0.01%,,456073,218283,47.86%,62,0,OTHERS
10223,1991,NCT OF DELHI,NEW DELHI,SUNAKAR HAZADA,M,IND,22,0.01%,,456073,218283,47.86%,64,0,OTHERS
10224,1991,NCT OF DELHI,NEW DELHI,AGAM PRASAD,M,IND,19,0.01%,,456073,218283,47.86%,65,0,OTHERS
10225,1991,NCT OF DELHI,NEW DELHI,SHANKAR LAL MALI,M,IND,19,0.01%,,456073,218283,47.86%,65,0,OTHERS
10226,1991,NCT OF DELHI,NEW DELHI,SHRINIVASAN SAMPATH,M,IND,16,0.01%,,456073,218283,47.86%,67,0,OTHERS
10227,1991,NCT OF DELHI,NEW DELHI,BHUWAN CHANDER PANDEY,M,IND,15,0.01%,,456073,218283,47.86%,68,0,OTHERS
10228,1991,NCT OF DELHI,NEW DELHI,TANTI RAM HANSA,M,BLMD,14,0.01%,,1686074,772349,45.81%,69,0,OTHERS
10229,1991,NCT OF DELHI,NEW DELHI,THAKUR DAS JHAMANDAS VEJHURANI,M,IND,12,0.01%,,1686074,772349,45.81%,70,0,OTHERS
10232,1991,NCT OF DELHI,SOUTH DELHI,MADAN LAL KHURANA,M,BJP,208728,49.95%,,904489,421877,46.64%,1,1,BJP
10233,1991,NCT OF DELHI,SOUTH DELHI,ROMESH BHANDARI,M,INC,158005,37.81%,,904489,421877,46.64%,2,0,INC
10234,1991,NCT OF DELHI,SOUTH DELHI,SANTOKH SINGH,M,JD,20751,4.97%,,904489,421877,46.64%,3,0,OTHERS
10235,1991,NCT OF DELHI,SOUTH DELHI,VIRENDER SINGH,M,SAD(M),9918,2.37%,,904489,421877,46.64%,4,0,OTHERS
10236,1991,NCT OF DELHI,SOUTH DELHI,PS PRASAD,M,JP,6037,1.44%,,904489,421877,46.64%,5,0,OTHERS
10237,1991,NCT OF DELHI,SOUTH DELHI,MUTHU SWAMY,M,BSP,1557,0.37%,,904489,421877,46.64%,6,0,OTHERS
10238,1991,NCT OF DELHI,SOUTH DELHI,JITENDER PAL SINGH,M,IND,841,0.20%,,904489,421877,46.64%,7,0,OTHERS
10239,1991,NCT OF DELHI,SOUTH DELHI,RAJENDER PAL CHOPRA,M,IND,750,0.18%,,960124,482040,50.21%,8,0,OTHERS
10240,1991,NCT OF DELHI,SOUTH DELHI,SIYA RAM,M,LKD,734,0.18%,,960124,482040,50.21%,9,0,OTHERS
10241,1991,NCT OF DELHI,SOUTH DELHI,RAVINDER KUMAR,M,IND,699,0.17%,,904489,421877,46.64%,10,0,OTHERS
10242,1991,NCT OF DELHI,SOUTH DELHI,VK PATOLE,M,IND,629,0.15%,,904489,421877,46.64%,11,0,OTHERS
10243,1991,NCT OF DELHI,SOUTH DELHI,SUSHIL SHARMA,M,IND,571,0.14%,,904489,421877,46.64%,12,0,OTHERS
10244,1991,NCT OF DELHI,SOUTH DELHI,MAUJI RAM,M,DND,547,0.13%,,904489,421877,46.64%,13,0,OTHERS
10245,1991,NCT OF DELHI,SOUTH DELHI,MADAN LAL,M,IND,478,0.11%,,904489,421877,46.64%,14,0,OTHERS
10246,1991,NCT OF DELHI,SOUTH DELHI,RAJENDER PAL SINGH,M,IND,465,0.11%,,904489,421877,46.64%,15,0,OTHERS
10247,1991,NCT OF DELHI,SOUTH DELHI,LEKH RAJ GABA,M,IND,350,0.08%,,904489,421877,46.64%,16,0,OTHERS
10248,1991,NCT OF DELHI,SOUTH DELHI,PK CHAUHAN,M,IND,349,0.08%,,904489,421877,46.64%,17,0,OTHERS
10249,1991,NCT OF DELHI,SOUTH DELHI,GURMEET KAUR (W),F,IND,319,0.08%,,904489,421877,46.64%,18,0,OTHERS
10250,1991,NCT OF DELHI,SOUTH DELHI,TR MISHRA,M,IND,285,0.07%,,904489,421877,46.64%,19,0,OTHERS
10251,1991,NCT OF DELHI,SOUTH DELHI,SP SINGH,M,IND,248,0.06%,,904489,421877,46.64%,20,0,OTHERS
10252,1991,NCT OF DELHI,SOUTH DELHI,KANHIYA LAL,M,IND,242,0.06%,,904489,421877,46.64%,21,0,OTHERS
10253,1991,NCT OF DELHI,SOUTH DELHI,SURINDER MOHAN NAYYAR,M,MUB,239,0.06%,,904489,421877,46.64%,22,0,OTHERS
10254,1991,NCT OF DELHI,SOUTH DELHI,SANDEEP JAIDKA,M,IND,204,0.05%,,904489,421877,46.64%,23,0,OTHERS
10255,1991,NCT OF DELHI,SOUTH DELHI,RAJEEV,M,IND,196,0.05%,,904489,421877,46.64%,24,0,OTHERS
10256,1991,NCT OF DELHI,SOUTH DELHI,RAMESH PARAMHANS,M,JC,194,0.05%,,904489,421877,46.64%,25,0,OTHERS
10257,1991,NCT OF DELHI,SOUTH DELHI,ISHWAR CHAND,M,JPP,191,0.05%,,904489,421877,46.64%,26,0,OTHERS
10258,1991,NCT OF DELHI,SOUTH DELHI,BALJEET SINGH,M,IND,189,0.05%,,904489,421877,46.64%,27,0,OTHERS
10259,1991,NCT OF DELHI,SOUTH DELHI,BHARAT BHUSHAN,M,IND,183,0.04%,,904489,421877,46.64%,28,0,OTHERS
10260,1991,NCT OF DELHI,SOUTH DELHI,DASHRATH SINGH,M,DDP,152,0.04%,,904489,421877,46.64%,29,0,OTHERS
10261,1991,NCT OF DELHI,SOUTH DELHI,JAIPAL SINGH GILL,M,DBP,149,0.04%,,904489,421877,46.64%,30,0,OTHERS
10262,1991,NCT OF DELHI,SOUTH DELHI,SATYA PAL,M,IND,143,0.03%,,904489,421877,46.64%,31,0,OTHERS
10263,1991,NCT OF DELHI,SOUTH DELHI,ANMOL RAMPHAL,M,IND,140,0.03%,,904489,421877,46.64%,32,0,OTHERS
10264,1991,NCT OF DELHI,SOUTH DELHI,PANKAJ,M,IND,135,0.03%,,904489,421877,46.64%,33,0,OTHERS
10265,1991,NCT OF DELHI,SOUTH DELHI,NARESH KUMAR VERMA,M,IND,134,0.03%,,904489,421877,46.64%,34,0,OTHERS
10266,1991,NCT OF DELHI,SOUTH DELHI,SHAMBHU DAYAL,M,IND,132,0.03%,,904489,421877,46.64%,35,0,OTHERS
10267,1991,NCT OF DELHI,SOUTH DELHI,SURESH SHARMA,M,IND,132,0.03%,,904489,421877,46.64%,35,0,OTHERS
10268,1991,NCT OF DELHI,SOUTH DELHI,SUBHASH SACHDEVA,M,IND,130,0.03%,,904489,421877,46.64%,37,0,OTHERS
10269,1991,NCT OF DELHI,SOUTH DELHI,DAYA SINGH,M,IND,125,0.03%,,904489,421877,46.64%,38,0,OTHERS
10270,1991,NCT OF DELHI,SOUTH DELHI,SHARDUL HAQUE,M,IND,125,0.03%,,904489,421877,46.64%,38,0,OTHERS
10271,1991,NCT OF DELHI,SOUTH DELHI,GIRDHARI LAL,M,IND,122,0.03%,,904489,421877,46.64%,40,0,OTHERS
10272,1991,NCT OF DELHI,SOUTH DELHI,KARAN SINGH,M,IND,121,0.03%,,904489,421877,46.64%,41,0,OTHERS
10273,1991,NCT OF DELHI,SOUTH DELHI,BABU LAL,M,IND,119,0.03%,,904489,421877,46.64%,42,0,OTHERS
10279,1991,NCT OF DELHI,SOUTH DELHI,HARISH BHARADWAJ,M,IND,119,0.03%,,904489,421877,46.64%,42,0,OTHERS
10280,1991,NCT OF DELHI,SOUTH DELHI,BACHITTAR SINGH,M,IND,115,0.03%,,904489,421877,46.64%,44,0,OTHERS
10281,1991,NCT OF DELHI,SOUTH DELHI,RP GUPTA,M,IND,112,0.03%,,904489,421877,46.64%,45,0,OTHERS
10282,1991,NCT OF DELHI,SOUTH DELHI,AZHAR ALI,M,IND,94,0.02%,,904489,421877,46.64%,46,0,OTHERS
10283,1991,NCT OF DELHI,SOUTH DELHI,ML ROY,M,IND,91,0.02%,,904489,421877,46.64%,47,0,OTHERS
10284,1991,NCT OF DELHI,SOUTH DELHI,SATISH SHARMA,M,IND,90,0.02%,,904489,421877,46.64%,48,0,OTHERS
10285,1991,NCT OF DELHI,SOUTH DELHI,DS BAWA,M,IND,90,0.02%,,904489,421877,46.64%,48,0,OTHERS
10286,1991,NCT OF DELHI,SOUTH DELHI,RAMESH VISHWANATH MORCHAWALA,M,IND,89,0.02%,,904489,421877,46.64%,50,0,OTHERS
10287,1991,NCT OF DELHI,SOUTH DELHI,KAKA JOGINDER SINGH URF DHARTI PAKAD,M,IND,81,0.02%,,904489,421877,46.64%,51,0,OTHERS
10288,1991,NCT OF DELHI,SOUTH DELHI,MUKESH BHAMBHANI,M,IND,76,0.02%,,904489,421877,46.64%,52,0,OTHERS
10289,1991,NCT OF DELHI,SOUTH DELHI,C GANGULI,M,IND,74,0.02%,,904489,421877,46.64%,53,0,OTHERS
10290,1991,NCT OF DELHI,SOUTH DELHI,DUNI SINGH,M,IND,71,0.02%,,904489,421877,46.64%,54,0,OTHERS
10291,1991,NCT OF DELHI,SOUTH DELHI,GURVINDER SINGH,M,IND,64,0.02%,,904489,421877,46.64%,55,0,OTHERS
10292,1991,NCT OF DELHI,SOUTH DELHI,AMEER SINGH,M,IND,64,0.02%,,904489,421877,46.64%,55,0,OTHERS
10293,1991,NCT OF DELHI,SOUTH DELHI,OP GOYAL,M,IND,63,0.02%,,904489,421877,46.64%,57,0,OTHERS
10294,1991,NCT OF DELHI,SOUTH DELHI,DHARAMVIR,M,IND,62,0.01%,,904489,421877,46.64%,58,0,OTHERS
10295,1991,NCT OF DELHI,SOUTH DELHI,SN SAROOP,M,IND,59,0.01%,,904489,421877,46.64%,59,0,OTHERS
10296,1991,NCT OF DELHI,SOUTH DELHI,RATTAN SINGH,M,IND,58,0.01%,,904489,421877,46.64%,60,0,OTHERS
10297,1991,NCT OF DELHI,SOUTH DELHI,A SUDARSHAN KUMAR,M,IND,52,0.01%,,904489,421877,46.64%,61,0,OTHERS
10298,1991,NCT OF DELHI,SOUTH DELHI,BRIJ LAL,M,IND,52,0.01%,,904489,421877,46.64%,61,0,OTHERS
10299,1991,NCT OF DELHI,SOUTH DELHI,RAMEH,M,IND,52,0.01%,,904489,421877,46.64%,61,0,OTHERS
10300,1991,NCT OF DELHI,SOUTH DELHI,MOHD KAMIL,M,IND,48,0.01%,,904489,421877,46.64%,64,0,OTHERS
10301,1991,NCT OF DELHI,SOUTH DELHI,BAM BAM MAHARAJ NOHATTA,M,IND,48,0.01%,,904489,421877,46.64%,64,0,OTHERS
10302,1991,NCT OF DELHI,SOUTH DELHI,LALIT KUMAR,M,IND,47,0.01%,,904489,421877,46.64%,66,0,OTHERS
10303,1991,NCT OF DELHI,SOUTH DELHI,ASHOK KUMAR MITHAL,M,LHM,47,0.01%,,904489,421877,46.64%,66,0,OTHERS
10304,1991,NCT OF DELHI,SOUTH DELHI,EM MASSEY,M,IND,46,0.01%,,904489,421877,46.64%,68,0,OTHERS
10305,1991,NCT OF DELHI,SOUTH DELHI,BRAHMA NAND BHANDARI,M,IND,42,0.01%,,904489,421877,46.64%,69,0,OTHERS
10306,1991,NCT OF DELHI,SOUTH DELHI,JAGDISH,M,IND,39,0.01%,,904489,421877,46.64%,70,0,OTHERS
10307,1991,NCT OF DELHI,SOUTH DELHI,SYAM LAL,M,IND,38,0.01%,,904489,421877,46.64%,71,0,OTHERS
10308,1991,NCT OF DELHI,SOUTH DELHI,JAGDISH GUPTA,M,IND,36,0.01%,,904489,421877,46.64%,72,0,OTHERS
10309,1991,NCT OF DELHI,SOUTH DELHI,ASHA RAM SHARMA,M,IND,35,0.01%,,960124,482040,50.21%,73,0,OTHERS
10310,1991,NCT OF DELHI,SOUTH DELHI,BALBIR SINGH BIR,M,IND,20,0.00%,,960124,482040,50.21%,74,0,OTHERS
10311,1991,NCT OF DELHI,SOUTH DELHI,SHRINIWAS,M,IND,20,0.00%,,960124,482040,50.21%,74,0,OTHERS
10314,1991,NCT OF DELHI,OUTER DELHI,SAJJAN KUMAR,M,INC,346259,45.36%,,1686074,772349,45.81%,1,1,INC
10315,1991,NCT OF DELHI,OUTER DELHI,SAHIB SINGH VERMA,M,BJP,259468,33.99%,,1686074,772349,45.81%,2,0,BJP
10316,1991,NCT OF DELHI,OUTER DELHI,TARIF SINGH,M,JD,111814,14.65%,,1686074,772349,45.81%,3,0,OTHERS
10317,1991,NCT OF DELHI,OUTER DELHI,PN SINGH,M,JP,13126,1.72%,,1686074,772349,45.81%,4,0,OTHERS
10318,1991,NCT OF DELHI,OUTER DELHI,SHIV PRASAD,M,BSP,9810,1.29%,,1686074,772349,45.81%,5,0,OTHERS
10319,1991,NCT OF DELHI,OUTER DELHI,MD RAFI,M,SMP,1922,0.25%,,1686074,772349,45.81%,6,0,OTHERS
10320,1991,NCT OF DELHI,OUTER DELHI,SUREDRA PAL,M,DND,1768,0.23%,,904489,421877,46.64%,7,0,OTHERS
10321,1991,NCT OF DELHI,OUTER DELHI,KAMAL KUMAR MANAK,M,IND,1132,0.15%,,904489,421877,46.64%,8,0,OTHERS
10322,1991,NCT OF DELHI,OUTER DELHI,CH BHAGAT SINGH,M,JKMP,1109,0.15%,,904489,421877,46.64%,9,0,OTHERS
10323,1991,NCT OF DELHI,OUTER DELHI,SURESH KUMAR,M,IND,831,0.11%,,1686074,772349,45.81%,10,0,OTHERS
10324,1991,NCT OF DELHI,OUTER DELHI,BHANU PRATAP,M,IND,744,0.10%,,1686074,772349,45.81%,11,0,OTHERS
